46266.54414	84.147	0.261616878	0.187953892
46268.04083	84.1155	0.439051364	0.42237698
46269.56508	1031.813	0.385408239	0.439415424
46271.06497	1119.957	0.385153759	0.440360189
46272.56703	217.6155	0.357928257	0.449874291
46274.06892	1456.1175	0.376952494	0.444556695
46275.56509	616.254	0.377712856	0.445519588
46277.06905	615.9585	0.379448379	0.439880208
46278.56965	255.373	0.381772139	0.444161739
46280.12492	180.3985	0.382419991	0.439815152
46281.62123	83.77	0.37213273	0.449148396
46281.92313	1407.816	0.380182255	0.439358354
46283.42106	555.902	0.375641142	0.439253131
46284.53343	463.655	0.381315914	0.443899579
46286.04095	129.961	0.399413201	0.452953054
46287.54303	435.9975	0.394082244	0.463009726
46288.37294	948.081	0.392376001	0.462715393
46289.87104	950.323	0.398040959	0.463975669
46291.36927	80.00250001	0.37238453	0.508718556
46292.87307	157.2055	0.349937885	0.466235414
46294.37696	1004.106	0.40037997	0.455637606
46295.87297	204.1605	0.397536167	0.455750847
46297.37695	1495.963	0.394300484	0.45886799
46298.87701	339.505	0.395800174	0.454853071
46300.37704	483.945	0.396048693	0.457235025
46301.94103	283.9915	0.410107709	0.457960834
46302.22949	1499.407	0.405124708	0.459225636
46303.73292	955.9455	0.405419805	0.456101944
46305.10892	308.1015	0.40004501	0.456546975
46306.61286	404.22	0.425033267	0.45224033
46308.11305	279.833	0.425268595	0.454264807
46309.66122	347.7055	0.450627623	0.447702116
46311.16507	899.951	0.450666797	0.438351922
46312.77702	195.973	0.540842539	0.427695873
46314.33717	711.8055	0.39813643	0.45242542
46315.84112	920.032	0.562447962	0.404951539
46317.34508	147.9835	0.399990392	0.451445921
46318.84897	279.994	0.549027823	0.431228567
46320.34901	380.0005	0.378559359	0.463061899
46321.84898	80.029	0.367040521	0.48035674
46322.33296	1320.0355	0.371740408	0.453090148
46323.82907	129.9685	0.385223335	0.454951748
46325.32503	80.14400001	0.535182491	1.267082227
46325.40901	1499.885	0.369283419	0.46476105
46326.91291	460.0515	0.370499202	0.46355072
46327.69498	968.14	0.380876709	0.463310555
46329.19299	1496.116	0.366791219	0.460255504
46330.69299	1379.9505	0.363949145	0.461222011
46332.19292	804.041	0.367509309	0.463287154
46333.00147	819.4845	0.379422974	0.462128704
46334.60055	80.175	0.364708704	0.329059219
46336.10294	145.6725	0.336993165	0.479824957
46337.621	175.9795	0.380378512	0.464915138
46339.12496	904.2685	0.359947483	0.463294931
46340.04107	1071.4865	0.374160161	0.464494358
46341.54118	83.84399999	0.431431658	0.456010061
46341.64498	1497.975	0.422400347	0.457934733
46343.14698	97.925	0.423024689	0.455958756
46344.64945	235.437	0.371919855	0.464797341
46346.15298	132.011	0.365078739	0.467939251
46347.66499	955.9985	0.514527927	0.441177267
46349.16893	1136.263	0.361475749	0.467810163
46350.66513	591.9785	0.363125437	0.467043898
46351.56532	1499.702	0.384172592	0.463912681
46353.06906	91.952	0.385495578	0.463067875
46354.59742	343.589	0.412213129	0.463599209
46356.097	355.552	0.381009899	0.466615547
46357.60296	197.9405	0.429000924	0.456548789
46358.06904	1115.963	0.431517407	0.454493671
46359.56889	127.995	0.421199917	0.455258678
46361.069	138.1155	0.397731484	0.457618994
46361.62908	1499.8475	0.363502467	0.468774594
46363.15704	989.9475	0.372584115	0.467115103
46364.65495	1314.02	0.363495302	0.466245327
46366.15301	676.05	0.378054608	0.459815956
46367.23712	1259.918	0.389988783	0.459619385
46368.74102	547.9195	0.33264146	0.466754411
46370.24288	210.157	0.36287866	0.469923677
46371.74497	495.9425	0.377238633	0.479898797
46373.30102	363.935	0.403021641	0.482480523
46374.87735	275.6205	0.400740913	0.484023772
46376.38095	1499.9635	0.364261181	0.466390374
46377.88492	1496.8985	0.362262507	0.467390161
46379.38583	1499.202	0.363129478	0.466948605
46380.88901	1498.097	0.36239647	0.465156673
46382.39116	1497.8905	0.363770746	0.463941755
46383.89306	1499.9385	0.360177503	0.465476257
46385.39708	143.941	0.362236443	0.463952933
46385.5452	1499.793	0.371279369	0.480653064
46387.05098	794.23	0.364356571	0.469089038
46388.54996	951.1055	0.366443415	0.465860962
46389.50508	1499.9055	0.36722697	0.465219256
46391.00902	1499.977	0.367604817	0.466420722
46392.51302	956.0265	0.364534198	0.4669451
46394.01298	94.04	0.360741853	0.470417393
46395.511	1497.9555	0.365611177	0.464099611
46397.0132	1499.7225	0.368581354	0.463793697
46398.51691	1496.1115	0.364766046	0.467048193
46400.01703	503.895	0.368300577	0.46385267
46400.52495	1074.203	0.369958675	0.465626393
46402.02908	175.883	0.358719361	0.45939322
46403.53299	841.9475	0.36192116	0.465019209
46404.92102	191.9405	0.36384082	0.461668639
46406.47334	111.5935	0.527647892	0.529908171
